"","WordForm","LemmaCase","Frequency"
"715","grupe","grupa_nom_Pl",57
"716","grupa","grupa_gen_Pl",45
"717","grupama","grupa_dat_Pl",2
"718","grupe","grupa_acc_Pl",26
"719","grupama","grupa_ins_Pl",4
"720","grupama","grupa_loc_Pl",14
"721","igra","igra_nom_Sg",177
"722","igre","igra_gen_Sg",170
"723","igri","igra_dat_Sg",10
"724","igru","igra_acc_Sg",205
"725","igrom","igra_ins_Sg",47
"726","igri","igra_loc_Sg",65
"727","igre","igra_nom_Pl",135
"728","igara","igra_gen_Pl",51
"729","igrama","igra_dat_Pl",3
"730","igre","igra_acc_Pl",42
"731","igrama","igra_ins_Pl",2
"732","igrama","igra_loc_Pl",11
"733","ime","ime_nom_Sg",159
"734","imena","ime_gen_Sg",84
"735","imenu","ime_dat_Sg",3
"736","ime","ime_acc_Sg",508
"737","imenom","ime_ins_Sg",50
"738","imenu","ime_loc_Sg",20
"739","imena","ime_nom_Pl",35
"740","imena","ime_gen_Pl",34
"741","imenima","ime_dat_Pl",1
"742","imena","ime_acc_Pl",50
"743","imenima","ime_ins_Pl",12
"744","imenima","ime_loc_Pl",1
"745","interes","interes_nom_Sg",20
"746","interesa","interes_gen_Sg",21
"747","interesu","interes_dat_Sg",1
"748","interes","interes_acc_Sg",3
"749","interesom","interes_ins_Sg",2
"750","interesu","interes_loc_Sg",38
"751","interesi","interes_nom_Pl",22
"752","interesa","interes_gen_Pl",32
"753","interesima","interes_dat_Pl",25
"754","interese","interes_acc_Pl",36
"755","interesima","interes_ins_Pl",13
"756","interesima","interes_loc_Pl",11
"757","iskustvo","iskustvo_nom_Sg",21
"758","iskustva","iskustvo_gen_Sg",49
"759","iskustvu","iskustvo_dat_Sg",1
"760","iskustvo","iskustvo_acc_Sg",15
"761","iskustvom","iskustvo_ins_Sg",14
"762","iskustvu","iskustvo_loc_Sg",1
"763","iskustva","iskustvo_nom_Pl",18
"764","iskustava","iskustvo_gen_Pl",20
"765","iskustvima","iskustvo_dat_Pl",2
"766","iskustva","iskustvo_acc_Pl",16
"767","iskustvima","iskustvo_ins_Pl",6
"768","iskustvima","iskustvo_loc_Pl",3
"769","izjava","izjava_nom_Sg",59
"770","izjave","izjava_gen_Sg",31
"771","izjavi","izjava_dat_Sg",5
"772","izjavu","izjava_acc_Sg",65
"773","izjavom","izjava_ins_Sg",11
"774","izjavi","izjava_loc_Sg",44
"775","izjave","izjava_nom_Pl",16
"776","izjava","izjava_gen_Pl",9
"777","izjavama","izjava_dat_Pl",1
"778","izjave","izjava_acc_Pl",16
"779","izjavama","izjava_ins_Pl",2
"780","izjavama","izjava_loc_Pl",8
"781","izvor","izvor_nom_Sg",102
"782","izvora","izvor_gen_Sg",70
"783","izvoru","izvor_dat_Sg",7
"784","izvor","izvor_acc_Sg",35
"785","izvorom","izvor_ins_Sg",6
"786","izvoru","izvor_loc_Sg",33
"787","izvori","izvor_nom_Pl",65
"788","izvora","izvor_gen_Pl",69
"789","izvorima","izvor_dat_Pl",4
"790","izvore","izvor_acc_Pl",47
"791","izvorima","izvor_ins_Pl",10
"792","izvorima","izvor_loc_Pl",7
"793","jablan","jablan_nom_Sg",62
"794","jablana","jablan_gen_Sg",17
"795","jablanu","jablan_dat_Sg",4
"796","jablan","jablan_acc_Sg",11
"797","jablanom","jablan_ins_Sg",2
"798","jablanu","jablan_loc_Sg",2
"799","jablani","jablan_nom_Pl",71
"800","jablanova","jablan_gen_Pl",38
"801","jablanovima","jablan_dat_Pl",4
"802","jablane","jablan_acc_Pl",8
"803","jablanima","jablan_ins_Pl",10
"804","jablanima","jablan_loc_Pl",10
"805","junak","junak_nom_Sg",37
"806","junaka","junak_gen_Sg",25
"807","junaku","junak_dat_Sg",2
"808","junaka","junak_acc_Sg",6
"809","junakom","junak_ins_Sg",2
"810","junaku","junak_loc_Sg",3
"811","junaci","junak_nom_Pl",22
"812","junaka","junak_gen_Pl",30
"813","junacima","junak_dat_Pl",2
"814","junake","junak_acc_Pl",14
"815","junacima","junak_ins_Pl",2
"816","junacima","junak_loc_Pl",3
"817","kap","kap_nom_Sg",169
"818","kapi","kap_gen_Sg",25
"819","kapi","kap_dat_Sg",1
"820","kap","kap_acc_Sg",61
"821","kapi","kap_ins_Sg",6
"822","kapi","kap_loc_Sg",9
"823","kapi","kap_nom_Pl",93
"824","kapi","kap_gen_Pl",33
"825","kapima","kap_dat_Pl",1
"826","kapi","kap_acc_Pl",33
"827","kapima","kap_ins_Pl",7
"828","kapima","kap_loc_Pl",3
"829","kiša","kiša_nom_Sg",396
"830","kiše","kiša_gen_Sg",242
"831","kiši","kiša_dat_Sg",13
"832","kišu","kiša_acc_Sg",83
"833","kišom","kiša_ins_Sg",63
"834","kiši","kiša_loc_Sg",41
"835","kiše","kiša_nom_Pl",200
"836","kiša","kiša_gen_Pl",50
"837","kišama","kiša_dat_Pl",1
"838","kiše","kiša_acc_Pl",44
"839","kišama","kiša_ins_Pl",22
"840","kišama","kiša_loc_Pl",111
"841","klub","klub_nom_Sg",23
"842","kluba","klub_gen_Sg",42
"843","klubu","klub_dat_Sg",2
"844","klub","klub_acc_Sg",5
"845","klubom","klub_ins_Sg",2
"846","klubu","klub_loc_Sg",15
"847","klubovi","klub_nom_Pl",16
"848","klubova","klub_gen_Pl",27
"849","klubovima","klub_dat_Pl",3
"850","klubove","klub_acc_Pl",4
"851","klubovima","klub_ins_Pl",2
"852","klubovima","klub_loc_Pl",2
"853","kolo","kolo_nom_Sg",88
"854","kola","kolo_gen_Sg",61
"855","kolu","kolo_dat_Sg",2
"856","kolo","kolo_acc_Sg",65
"857","kolom","kolo_ins_Sg",13
"858","kolu","kolo_loc_Sg",72
"859","kola","kolo_nom_Pl",12
"860","kola","kolo_gen_Pl",16
"861","kolima","kolo_dat_Pl",1
"862","kola","kolo_acc_Pl",11
"863","kolima","kolo_ins_Pl",3
"864","kolima","kolo_loc_Pl",4
"865","komisija","komisija_nom_Sg",144
"866","komisije","komisija_gen_Sg",146
"867","komisiji","komisija_dat_Sg",24
"868","komisiju","komisija_acc_Sg",22
"869","komisijom","komisija_ins_Sg",9
"870","komisiji","komisija_loc_Sg",5
"871","komisije","komisija_nom_Pl",37
"872","komisija","komisija_gen_Pl",21
"873","komisijama","komisija_dat_Pl",4
"874","komisije","komisija_acc_Pl",7
"875","komisijama","komisija_ins_Pl",2
"876","komisijama","komisija_loc_Pl",5
"877","korak","korak_nom_Sg",184
"878","koraka","korak_gen_Sg",45
"879","koraku","korak_dat_Sg",3
"880","korak","korak_acc_Sg",153
"881","korakom","korak_ins_Sg",97
"882","koraku","korak_loc_Sg",42
"883","koraci","korak_nom_Pl",162
"884","koraka","korak_gen_Pl",124
"885","koracima","korak_dat_Pl",2
"886","korake","korak_acc_Pl",115
"887","koracima","korak_ins_Pl",46
"888","koracima","korak_loc_Pl",7
"889","konj","konj_nom_Sg",65
"890","konja","konj_gen_Sg",34
"891","konju","konj_dat_Sg",7
"892","konja","konj_acc_Sg",51
"893","konjem","konj_ins_Sg",5
"894","konju","konj_loc_Sg",31
"895","konji","konj_nom_Pl",102
"896","konja","konj_gen_Pl",62
"897","konjima","konj_dat_Pl",5
"898","konje","konj_acc_Pl",62
"899","konjima","konj_ins_Pl",9
"900","konjima","konj_loc_Pl",10
"901","kraj","kraj_nom_Sg",147
"902","kraja","kraj_gen_Sg",364
"903","kraju","kraj_dat_Sg",40
"904","kraj","kraj_acc_Sg",172
"905","krajem","kraj_ins_Sg",39
"906","kraju","kraj_loc_Sg",301
"907","krajevi","kraj_nom_Pl",10
"908","krajeva","kraj_gen_Pl",35
"909","krajevima","kraj_dat_Pl",1
"910","krajeve","kraj_acc_Pl",41
"911","krajevima","kraj_ins_Pl",2
"912","krajevima","kraj_loc_Pl",27
"913","krilo","krilo_nom_Sg",103
"914","krila","krilo_gen_Sg",53
"915","krilu","krilo_dat_Sg",6
"916","krilo","krilo_acc_Sg",128
"917","krilom","krilo_ins_Sg",72
"918","krilu","krilo_loc_Sg",122
"919","krila","krilo_nom_Pl",151
"920","krila","krilo_gen_Pl",134
"921","krilima","krilo_dat_Pl",5
"922","krila","krilo_acc_Pl",205
"923","krilima","krilo_ins_Pl",105
"924","krilima","krilo_loc_Pl",50
"925","krov","krov_nom_Sg",60
"926","krova","krov_gen_Sg",145
"927","krovu","krov_dat_Sg",4
"928","krov","krov_acc_Sg",73
"929","krovom","krov_ins_Sg",69
"930","krovu","krov_loc_Sg",62
"931","krovovi","krov_nom_Pl",51
"932","krovova","krov_gen_Pl",77
"933","krovovima","krov_dat_Pl",2
"934","krovove","krov_acc_Pl",47
"935","krovovima","krov_ins_Pl",30
"936","krovovima","krov_loc_Pl",26
"937","krug","krug_nom_Sg",91
"938","kruga","krug_gen_Sg",84
"939","krugu","krug_dat_Sg",6
"940","krug","krug_acc_Sg",99
"941","krugom","krug_ins_Sg",34
"942","krugu","krug_loc_Sg",105
"943","krugovi","krug_nom_Pl",56
"944","krugova","krug_gen_Pl",57
"945","krugovima","krug_dat_Pl",1
"946","krugove","krug_acc_Pl",14
"947","krugovima","krug_ins_Pl",4
"948","krugovima","krug_loc_Pl",81
"949","kuća","kuća_nom_Sg",286
"950","kuće","kuća_gen_Sg",296
"951","kući","kuća_dat_Sg",135
"952","kuću","kuća_acc_Sg",245
"953","kućom","kuća_ins_Sg",73
"954","kući","kuća_loc_Sg",152
"955","kuće","kuća_nom_Pl",136
"956","kuća","kuća_gen_Pl",183
"957","kućama","kuća_dat_Pl",25
"958","kuće","kuća_acc_Pl",84
"959","kućama","kuća_ins_Pl",12
"960","kućama","kuća_loc_Pl",43
"961","kula","kula_nom_Sg",18
"962","kule","kula_gen_Sg",26
"963","kuli","kula_dat_Sg",2
"964","kulu","kula_acc_Sg",10
"965","kulom","kula_ins_Sg",2
"966","kuli","kula_loc_Sg",23
"967","kule","kula_nom_Pl",24
"968","kula","kula_gen_Pl",22
"969","kulama","kula_dat_Pl",1
"970","kule","kula_acc_Pl",16
"971","kulama","kula_ins_Pl",3
"972","kulama","kula_loc_Pl",4
"973","knjiga","knjiga_nom_Sg",104
"974","knjige","knjiga_gen_Sg",94
"975","knjizi","knjiga_dat_Sg",4
"976","knjigu","knjiga_acc_Sg",94
"977","knjigom","knjiga_ins_Sg",32
"978","knjizi","knjiga_loc_Sg",41
"979","knjige","knjiga_nom_Pl",62
"980","knjiga","knjiga_gen_Pl",81
"981","knjigama","knjiga_dat_Pl",3
"982","knjige","knjiga_acc_Pl",95
"983","knjigama","knjiga_ins_Pl",15
"984","knjigama","knjiga_loc_Pl",17
"985","lađa","lađa_nom_Sg",87
"986","lađe","lađa_gen_Sg",44
"987","lađi","lađa_dat_Sg",3
"988","lađu","lađa_acc_Sg",24
"989","lađom","lađa_ins_Sg",8
"990","lađi","lađa_loc_Sg",17
"991","lađe","lađa_nom_Pl",71
"992","lađa","lađa_gen_Pl",23
"993","lađama","lađa_dat_Pl",2
"994","lađe","lađa_acc_Pl",31
"995","lađama","lađa_ins_Pl",1
"996","lađama","lađa_loc_Pl",3
"997","lasta","lasta_nom_Sg",55
"998","laste","lasta_gen_Sg",22
"999","lasti","lasta_dat_Sg",8
"1000","lastu","lasta_acc_Sg",15
"1001","lastom","lasta_ins_Sg",9
"1002","lasti","lasta_loc_Sg",3
"1003","laste","lasta_nom_Pl",86
"1004","lasta","lasta_gen_Pl",15
"1005","lastama","lasta_dat_Pl",3
"1006","laste","lasta_acc_Pl",20
"1007","lastama","lasta_ins_Pl",4
"1008","lastama","lasta_loc_Pl",1
"1009","lekar","lekar_nom_Sg",47
"1010","lekara","lekar_gen_Sg",25
"1011","lekaru","lekar_dat_Sg",9
"1012","lekara","lekar_acc_Sg",17
"1013","lekarom","lekar_ins_Sg",1
"1014","lekaru","lekar_loc_Sg",1
"1015","lekari","lekar_nom_Pl",30
"1016","lekara","lekar_gen_Pl",31
"1017","lekarima","lekar_dat_Pl",6
"1018","lekare","lekar_acc_Pl",6
"1019","lekarima","lekar_ins_Pl",3
"1020","lekarima","lekar_loc_Pl",1
"1021","lepota","lepota_nom_Sg",106
"1022","lepote","lepota_gen_Sg",112
"1023","ljepoti","lepota_dat_Sg",18
"1024","lepotu","lepota_acc_Sg",116
"1025","lepotom","lepota_ins_Sg",49
"1026","lepoti","lepota_loc_Sg",24
"1027","lepote","lepota_nom_Pl",19
"1028","lepota","lepota_gen_Pl",21
"1029","lepotama","lepota_dat_Pl",3
"1030","lepote","lepota_acc_Pl",17
"1031","lepotama","lepota_ins_Pl",1
"1032","ljepotama","lepota_loc_Pl",5
"1033","ličnost","ličnost_nom_Sg",27
"1034","ličnosti","ličnost_gen_Sg",33
"1035","ličnosti","ličnost_dat_Sg",1
"1036","ličnost","ličnost_acc_Sg",9
"1037","ličnošću","ličnost_ins_Sg",2
"1038","ličnosti","ličnost_loc_Sg",7
"1039","ličnosti","ličnost_nom_Pl",14
"1040","ličnosti","ličnost_gen_Pl",15
"1041","ličnostima","ličnost_dat_Pl",3
"1042","ličnosti","ličnost_acc_Pl",2
"1043","ličnostima","ličnost_ins_Pl",3
"1044","ličnostima","ličnost_loc_Pl",1
"1045","lice","lice_nom_Sg",268
"1046","lica","lice_gen_Sg",312
"1047","licu","lice_dat_Sg",18
"1048","lice","lice_acc_Sg",433
"1049","licem","lice_ins_Sg",121
"1050","licu","lice_loc_Sg",183
"1051","lica","lice_nom_Pl",166
"1052","lica","lice_gen_Pl",137
"1053","licima","lice_dat_Pl",28
"1054","lica","lice_acc_Pl",88
"1055","licima","lice_ins_Pl",18
"1056","licima","lice_loc_Pl",23
"1057","list","list_nom_Sg",280
"1058","lista","list_gen_Sg",93
"1059","listu","list_dat_Sg",8
"1060","list","list_acc_Sg",68
"1061","listom","list_ins_Sg",29
"1062","listu","list_loc_Sg",39
"1063","listovi","list_nom_Pl",54
"1064","listova","list_gen_Pl",31
"1065","listovima","list_dat_Pl",3
"1066","listove","list_acc_Pl",27
"1067","listovima","list_ins_Pl",6
"1068","listovima","list_loc_Pl",13
"1069","livada","livada_nom_Sg",51
"1070","livade","livada_gen_Sg",30
"1071","livadi","livada_dat_Sg",9
"1072","livadu","livada_acc_Sg",23
"1073","livadom","livada_ins_Sg",16
"1074","livadi","livada_loc_Sg",79
"1075","livade","livada_nom_Pl",39
"1076","livada","livada_gen_Pl",70
"1077","livadama","livada_dat_Pl",2
"1078","livade","livada_acc_Pl",49
"1079","livadama","livada_ins_Pl",16
"1080","livadama","livada_loc_Pl",29
"1081","logor","logor_nom_Sg",21
"1082","logora","logor_gen_Sg",18
"1083","logoru","logor_dat_Sg",2
"1084","logor","logor_acc_Sg",22
"1085","logorom","logor_ins_Sg",9
"1086","logoru","logor_loc_Sg",33
"1087","logori","logor_nom_Pl",3
"1088","logora","logor_gen_Pl",19
"1089","logorima","logor_dat_Pl",1
"1090","logore","logor_acc_Pl",13
"1091","logorima","logor_ins_Pl",2
"1092","logorima","logor_loc_Pl",15
"1093","lokal","lokal_nom_Sg",45
"1094","lokala","lokal_gen_Sg",5
"1095","lokalu","lokal_dat_Sg",1
"1096","lokal","lokal_acc_Sg",20
"1097","lokalom","lokal_ins_Sg",4
"1098","lokalu","lokal_loc_Sg",5
"1099","lokali","lokal_nom_Pl",16
"1100","lokala","lokal_gen_Pl",1
"1101","lokalima","lokal_dat_Pl",1
"1102","lokale","lokal_acc_Pl",8
"1103","lokalima","lokal_ins_Pl",4
"1104","lokalima","lokal_loc_Pl",1
"1105","lopta","lopta_nom_Sg",72
"1106","lopte","lopta_gen_Sg",15
"1107","lopti","lopta_dat_Sg",2
"1108","loptu","lopta_acc_Sg",127
"1109","loptom","lopta_ins_Sg",20
"1110","lopti","lopta_loc_Sg",2
"1111","lopte","lopta_nom_Pl",13
"1112","lopti","lopta_gen_Pl",4
"1113","loptama","lopta_dat_Pl",1
"1114","lopte","lopta_acc_Pl",8
"1115","loptama","lopta_ins_Pl",5
"1116","loptama","lopta_loc_Pl",1
"1117","luka","luka_nom_Sg",45
"1118","luke","luka_gen_Sg",66
"1119","luci","luka_dat_Sg",12
"1120","luku","luka_acc_Sg",50
"1121","lukom","luka_ins_Sg",8
"1122","luci","luka_loc_Sg",68
"1123","luke","luka_nom_Pl",20
"1124","luka","luka_gen_Pl",31
"1125","lukama","luka_dat_Pl",3
"1126","luke","luka_acc_Pl",40
"1127","lukama","luka_ins_Pl",1
"1128","lukama","luka_loc_Pl",9
"1129","magla","magla_nom_Sg",153
"1130","magle","magla_gen_Sg",76
"1131","magli","magla_dat_Sg",4
"1132","maglu","magla_acc_Sg",76
"1133","maglom","magla_ins_Sg",40
"1134","magli","magla_loc_Sg",93
"1135","magle","magla_nom_Pl",95
"1136","magla","magla_gen_Pl",5
"1137","maglama","magla_dat_Pl",3
"1138","magle","magla_acc_Pl",44
"1139","maglama","magla_ins_Pl",14
"1140","maglama","magla_loc_Pl",24
"1141","majka","majka_nom_Sg",399
"1142","majke","majka_gen_Sg",171
"1143","majci","majka_dat_Sg",86
"1144","majku","majka_acc_Sg",86
"1145","majkom","majka_ins_Sg",16
"1146","majci","majka_loc_Sg",8
"1147","majke","majka_nom_Pl",95
"1148","majki","majka_gen_Pl",23
"1149","majkama","majka_dat_Pl",9
"1150","majke","majka_acc_Pl",18
"1151","majkama","majka_ins_Pl",3
"1152","majkama","majka_loc_Pl",7
"1153","materija","materija_nom_Sg",7
"1154","materije","materija_gen_Sg",23
"1155","materiji","materija_dat_Sg",2
"1156","materiju","materija_acc_Sg",4
"1157","materijom","materija_ins_Sg",3
"1158","materiji","materija_loc_Sg",1
"1159","materije","materija_nom_Pl",3
"1160","materija","materija_gen_Pl",3
"1161","materijama","materija_dat_Pl",1
"1162","materije","materija_acc_Pl",3
"1163","materijama","materija_ins_Pl",2
"1164","materijama","materija_loc_Pl",1
"1165","mena","mena_nom_Sg",5
"1166","mene","mena_gen_Sg",4
"1167","meni","mena_dat_Sg",3
"1168","menu","mena_acc_Sg",5
"1169","menom","mena_ins_Sg",2
"1170","meni","mena_loc_Sg",5
"1171","mene","mena_nom_Pl",5
"1172","mena","mena_gen_Pl",10
"1173","menama","mena_dat_Pl",1
"1174","mene","mena_acc_Pl",10
"1175","menama","mena_ins_Pl",2
"1176","menama","mena_loc_Pl",2
"1177","mesto","mesto_nom_Sg",109
"1178","mesta","mesto_gen_Sg",191
"1179","mestu","mesto_dat_Sg",15
"1180","mesto","mesto_acc_Sg",297
"1181","mjestom","mesto_ins_Sg",5
"1182","mestu","mesto_loc_Sg",229
"1183","mesta","mesto_nom_Pl",38
"1184","mesta","mesto_gen_Pl",96
"1185","mestima","mesto_dat_Pl",2
"1186","mesta","mesto_acc_Pl",88
"1187","mestima","mesto_ins_Pl",6
"1188","mestima","mesto_loc_Pl",103
"1189","mišljenje","mišljenje_nom_Sg",50
"1190","mišljenja","mišljenje_gen_Sg",33
"1191","mišljenju","mišljenje_dat_Sg",4
"1192","mišljenje","mišljenje_acc_Sg",59
"1193","mišljenjem","mišljenje_ins_Sg",5
"1194","mišljenju","mišljenje_loc_Sg",90
"1195","mišljenja","mišljenje_nom_Pl",12
"1196","mišljenja","mišljenje_gen_Pl",13
"1197","mišljenjima","mišljenje_dat_Pl",1
"1198","mišljenja","mišljenje_acc_Pl",9
"1199","mišljenjima","mišljenje_ins_Pl",2
"1200","mišljenjima","mišljenje_loc_Pl",2
"1201","ministarstvo","ministarstvo_nom_Sg",60
"1202","ministarstva","ministarstvo_gen_Sg",123
"1203","ministarstvu","ministarstvo_dat_Sg",14
"1204","ministarstvo","ministarstvo_acc_Sg",10
"1205","ministarstvom","ministarstvo_ins_Sg",2
"1206","ministarstvu","ministarstvo_loc_Sg",30
"1207","ministarstva","ministarstvo_nom_Pl",13
"1208","ministarstava","ministarstvo_gen_Pl",20
"1209","ministarstvima","ministarstvo_dat_Pl",2
"1210","ministarstva","ministarstvo_acc_Pl",3
"1211","ministarstvima","ministarstvo_ins_Pl",2
"1212","ministarstvima","ministarstvo_loc_Pl",1
"1213","misao","misao_nom_Sg",306
"1214","misli","misao_gen_Sg",75
"1215","misli","misao_dat_Sg",7
"1216","misao","misao_acc_Sg",108
"1217","mišlju","misao_ins_Sg",48
"1218","misli","misao_loc_Sg",15
"1219","misli","misao_nom_Pl",232
"1220","misli","misao_gen_Pl",150
"1221","mislima","misao_dat_Pl",8
"1222","misli","misao_acc_Pl",141
"1223","mislima","misao_ins_Pl",39
"1224","mislima","misao_loc_Pl",26
"1225","mogućnost","mogućnost_nom_Sg",39
"1226","mogućnosti","mogućnost_gen_Sg",40
"1227","mogućnosti","mogućnost_dat_Sg",1
"1228","mogućnost","mogućnost_acc_Sg",71
"1229","mogućnošću","mogućnost_ins_Sg",3
"1230","mogućnosti","mogućnost_loc_Sg",62
"1231","mogućnosti","mogućnost_nom_Pl",51
"1232","mogućnosti","mogućnost_gen_Pl",23
"1233","mogućnostima","mogućnost_dat_Pl",3
"1234","mogućnosti","mogućnost_acc_Pl",47
"1235","mogućnostima","mogućnost_ins_Pl",5
"1236","mogućnostima","mogućnost_loc_Pl",12
"1237","momak","momak_nom_Sg",31
"1238","momka","momak_gen_Sg",9
"1239","momku","momak_dat_Sg",5
"1240","momka","momak_acc_Sg",4
"1241","momkom","momak_ins_Sg",1
"1242","momku","momak_loc_Sg",1
"1243","momci","momak_nom_Pl",27
"1244","momaka","momak_gen_Pl",13
"1245","momcima","momak_dat_Pl",4
"1246","momke","momak_acc_Pl",9
"1247","momcima","momak_ins_Pl",3
"1248","momcima","momak_loc_Pl",2
"1249","more","more_nom_Sg",548
"1250","mora","more_gen_Sg",475
"1251","moru","more_dat_Sg",59
"1252","more","more_acc_Sg",242
"1253","morem","more_ins_Sg",104
"1254","moru","more_loc_Sg",139
"1255","mora","more_nom_Pl",38
"1256","mora","more_gen_Pl",38
"1257","morima","more_dat_Pl",5
"1258","mora","more_acc_Pl",40
"1259","morima","more_ins_Pl",12
"1260","morima","more_loc_Pl",12
"1261","most","most_nom_Sg",86
"1262","mosta","most_gen_Sg",116
"1263","mostu","most_dat_Sg",3
"1264","most","most_acc_Sg",52
"1265","mostom","most_ins_Sg",22
"1266","mostu","most_loc_Sg",39
"1267","mostovi","most_nom_Pl",56
"1268","mostova","most_gen_Pl",62
"1269","mostovima","most_dat_Pl",3
"1270","mostove","most_acc_Pl",52
"1271","mostovima","most_ins_Pl",8
"1272","mostovima","most_loc_Pl",10
"1273","muka","muka_nom_Sg",20
"1274","muke","muka_gen_Sg",36
"1275","muci","muka_dat_Sg",3
"1276","muku","muka_acc_Sg",27
"1277","mukom","muka_ins_Sg",34
"1278","muci","muka_loc_Sg",24
"1279","muke","muka_nom_Pl",29
"1280","muka","muka_gen_Pl",66
"1281","mukama","muka_dat_Pl",1
"1282","muke","muka_acc_Pl",31
"1283","mukama","muka_ins_Pl",6
"1284","mukama","muka_loc_Pl",31
"1285","munja","munja_nom_Sg",53
"1286","munje","munja_gen_Sg",21
"1287","munji","munja_dat_Sg",1
"1288","munju","munja_acc_Sg",9
"1289","munjom","munja_ins_Sg",17
"1290","munji","munja_loc_Sg",6
"1291","munje","munja_nom_Pl",41
"1292","munja","munja_gen_Pl",33
"1293","munjama","munja_dat_Pl",2
"1294","munje","munja_acc_Pl",20
"1295","munjama","munja_ins_Pl",11
"1296","munjama","munja_loc_Pl",2
"1297","nacija","nacija_nom_Sg",9
"1298","nacije","nacija_gen_Sg",13
"1299","naciji","nacija_dat_Sg",3
"1300","naciju","nacija_acc_Sg",1
"1301","nacijom","nacija_ins_Sg",1
"1302","naciji","nacija_loc_Sg",1
"1303","nacije","nacija_nom_Pl",6
"1304","nacija","nacija_gen_Pl",31
"1305","nacijama","nacija_dat_Pl",3
"1306","nacije","nacija_acc_Pl",1
"1307","nacijama","nacija_ins_Pl",3
"1308","nacijama","nacija_loc_Pl",1
"1309","napad","napad_nom_Sg",26
"1310","napada","napad_gen_Sg",41
"1311","napadu","napad_dat_Sg",1
"1312","napad","napad_acc_Sg",53
"1313","napadom","napad_ins_Sg",5
"1314","napadu","napad_loc_Sg",7
"1315","napadi","napad_nom_Pl",19
"1316","napada","napad_gen_Pl",21
"1317","napadima","napad_dat_Pl",6
"1318","napade","napad_acc_Pl",19
"1319","napadima","napad_ins_Pl",8
"1320","napadima","napad_loc_Pl",3
"1321","napor","napor_nom_Sg",24
"1322","napora","napor_gen_Sg",17
"1323","naporu","napor_dat_Sg",2
"1324","napor","napor_acc_Sg",17
"1325","naporom","napor_ins_Sg",9
"1326","naporu","napor_loc_Sg",6
"1327","napori","napor_nom_Pl",27
"1328","napora","napor_gen_Pl",31
"1329","naporima","napor_dat_Pl",7
"1330","napore","napor_acc_Pl",53
"1331","naporima","napor_ins_Pl",11
"1332","naporima","napor_loc_Pl",7
"1333","narod","narod_nom_Sg",373
"1334","naroda","narod_gen_Sg",410
"1335","narodu","narod_dat_Sg",99
"1336","narod","narod_acc_Sg",106
"1337","narodom","narod_ins_Sg",33
"1338","narodu","narod_loc_Sg",23
"1339","narodi","narod_nom_Pl",97
"1340","naroda","narod_gen_Pl",281
"1341","narodima","narod_dat_Pl",47
"1342","narode","narod_acc_Pl",58
"1343","narodima","narod_ins_Pl",73
"1344","narodima","narod_loc_Pl",7
"1345","nauka","nauka_nom_Sg",21
"1346","nauke","nauka_gen_Sg",28
"1347","nauci","nauka_dat_Sg",3
"1348","nauku","nauka_acc_Sg",21
"1349","naukom","nauka_ins_Sg",1
"1350","nauci","nauka_loc_Sg",4
"1351","nauke","nauka_nom_Pl",5
"1352","nauka","nauka_gen_Pl",20
"1353","naukama","nauka_dat_Pl",1
"1354","nauke","nauka_acc_Pl",9
"1355","naukama","nauka_ins_Pl",1
"1356","naukama","nauka_loc_Pl",2
"1357","nebo","nebo_nom_Sg",668
"1358","neba","nebo_gen_Sg",835
"1359","nebu","nebo_dat_Sg",127
"1360","nebo","nebo_acc_Sg",419
"1361","nebom","nebo_ins_Sg",310
"1362","nebu","nebo_loc_Sg",215
"1363","nebesa","nebo_nom_Pl",52
"1364","nebesa","nebo_gen_Pl",63
"1365","nebesima","nebo_dat_Pl",5
"1366","nebesa","nebo_acc_Pl",57
"1367","nebesima","nebo_ins_Pl",17
"1368","nebesima","nebo_loc_Pl",8
"1369","noga","noga_nom_Sg",68
"1370","noge","noga_gen_Sg",14
"1371","nozi","noga_dat_Sg",2
"1372","nogu","noga_acc_Sg",57
"1373","nogom","noga_ins_Sg",68
"1374","nozi","noga_loc_Sg",9
"1375","noge","noga_nom_Pl",133
"1376","nogu","noga_gen_Pl",141
"1377","nogama","noga_dat_Pl",1
"1378","noge","noga_acc_Pl",166
"1379","nogama","noga_ins_Pl",87
"1380","nogama","noga_loc_Pl",41
"1381","nota","nota_nom_Sg",29
"1382","note","nota_gen_Sg",5
"1383","noti","nota_dat_Sg",2
"1384","notu","nota_acc_Sg",30
"1385","notom","nota_ins_Sg",4
"1386","noti","nota_loc_Sg",27
"1387","note","nota_nom_Pl",3
"1388","nota","nota_gen_Pl",11
"1389","notama","nota_dat_Pl",1
"1390","note","nota_acc_Pl",7
"1391","notama","nota_ins_Pl",2
"1392","notama","nota_loc_Pl",1
"1393","obala","obala_nom_Sg",54
"1394","obale","obala_gen_Sg",109
"1395","obali","obala_dat_Sg",31
"1396","obalu","obala_acc_Sg",125
"1397","obalom","obala_ins_Sg",44
"1398","obali","obala_loc_Sg",210
"1399","obale","obala_nom_Pl",59
"1400","obala","obala_gen_Pl",100
"1401","obalama","obala_dat_Pl",6
"1402","obale","obala_acc_Pl",81
"1403","obalama","obala_ins_Pl",27
"1404","obalama","obala_loc_Pl",46
"1405","obdanište","obdanište_nom_Sg",4
"1406","obdaništa","obdanište_gen_Sg",6
