"","WordForm","LemmaCase","Frequency"
"731","играма","игра_ins_Pl",2
"732","играма","игра_loc_Pl",11
"733","име","име_nom_Sg",159
"734","имена","име_gen_Sg",84
"735","имену","име_dat_Sg",3
"736","име","име_acc_Sg",508
"737","именом","име_ins_Sg",50
"738","имену","име_loc_Sg",20
"739","имена","име_nom_Pl",35
"740","имена","име_gen_Pl",34
"741","именима","име_dat_Pl",1
"742","имена","име_acc_Pl",50
"743","именима","име_ins_Pl",12
"744","именима","име_loc_Pl",1
"745","интерес","интерес_nom_Sg",20
"746","интереса","интерес_gen_Sg",21
"747","интересу","интерес_dat_Sg",1
"748","интерес","интерес_acc_Sg",3
"749","интересом","интерес_ins_Sg",2
"750","интересу","интерес_loc_Sg",38
"751","интереси","интерес_nom_Pl",22
"752","интереса","интерес_gen_Pl",32
"753","интересима","интерес_dat_Pl",25
"754","интересе","интерес_acc_Pl",36
"755","интересима","интерес_ins_Pl",13
"756","интересима","интерес_loc_Pl",11
"757","искуство","искуство_nom_Sg",21
"758","искуства","искуство_gen_Sg",49
"759","искуству","искуство_dat_Sg",1
"760","искуство","искуство_acc_Sg",15
"761","искуством","искуство_ins_Sg",14
"762","искуству","искуство_loc_Sg",1
"763","искуства","искуство_nom_Pl",18
"764","искустава","искуство_gen_Pl",20
"765","искуствима","искуство_dat_Pl",2
"766","искуства","искуство_acc_Pl",16
"767","искуствима","искуство_ins_Pl",6
"768","искуствима","искуство_loc_Pl",3
"769","изјава","изјава_nom_Sg",59
"770","изјаве","изјава_gen_Sg",31
"771","изјави","изјава_dat_Sg",5
"772","изјаву","изјава_acc_Sg",65
"773","изјавом","изјава_ins_Sg",11
"774","изјави","изјава_loc_Sg",44
"775","изјаве","изјава_nom_Pl",16
"776","изјава","изјава_gen_Pl",9
"777","изјавама","изјава_dat_Pl",1
"778","изјаве","изјава_acc_Pl",16
"779","изјавама","изјава_ins_Pl",2
"780","изјавама","изјава_loc_Pl",8
"781","извор","извор_nom_Sg",102
"782","извора","извор_gen_Sg",70
"783","извору","извор_dat_Sg",7
"784","извор","извор_acc_Sg",35
"785","извором","извор_ins_Sg",6
"786","извору","извор_loc_Sg",33
"787","извори","извор_nom_Pl",65
"788","извора","извор_gen_Pl",69
"789","изворима","извор_dat_Pl",4
"790","изворе","извор_acc_Pl",47
"791","изворима","извор_ins_Pl",10
"792","изворима","извор_loc_Pl",7
"793","јаблан","јаблан_nom_Sg",62
"794","јаблана","јаблан_gen_Sg",17
"795","јаблану","јаблан_dat_Sg",4
"796","јаблан","јаблан_acc_Sg",11
"797","јабланом","јаблан_ins_Sg",2
"798","јаблану","јаблан_loc_Sg",2
"799","јаблани","јаблан_nom_Pl",71
"800","јабланова","јаблан_gen_Pl",38
"801","јаблановима","јаблан_dat_Pl",4
"802","јаблане","јаблан_acc_Pl",8
"803","јабланима","јаблан_ins_Pl",10
"804","јабланима","јаблан_loc_Pl",10
"805","јунак","јунак_nom_Sg",37
"806","јунака","јунак_gen_Sg",25
"807","јунаку","јунак_dat_Sg",2
"808","јунака","јунак_acc_Sg",6
"809","јунаком","јунак_ins_Sg",2
"810","јунаку","јунак_loc_Sg",3
"811","јунаци","јунак_nom_Pl",22
"812","јунака","јунак_gen_Pl",30
"813","јунацима","јунак_dat_Pl",2
"814","јунаке","јунак_acc_Pl",14
"815","јунацима","јунак_ins_Pl",2
"816","јунацима","јунак_loc_Pl",3
"817","кап","кап_nom_Sg",169
"818","капи","кап_gen_Sg",25
"819","капи","кап_dat_Sg",1
"820","кап","кап_acc_Sg",61
"821","капи","кап_ins_Sg",6
"822","капи","кап_loc_Sg",9
"823","капи","кап_nom_Pl",93
"824","капи","кап_gen_Pl",33
"825","капима","кап_dat_Pl",1
"826","капи","кап_acc_Pl",33
"827","капима","кап_ins_Pl",7
"828","капима","кап_loc_Pl",3
"829","киша","киша_nom_Sg",396
"830","кише","киша_gen_Sg",242
"831","киши","киша_dat_Sg",13
"832","кишу","киша_acc_Sg",83
"833","кишом","киша_ins_Sg",63
"834","киши","киша_loc_Sg",41
"835","кише","киша_nom_Pl",200
"836","киша","киша_gen_Pl",50
"837","кишама","киша_dat_Pl",1
"838","кише","киша_acc_Pl",44
"839","кишама","киша_ins_Pl",22
"840","кишама","киша_loc_Pl",111
"841","клуб","клуб_nom_Sg",23
"842","клуба","клуб_gen_Sg",42
"843","клубу","клуб_dat_Sg",2
"844","клуб","клуб_acc_Sg",5
"845","клубом","клуб_ins_Sg",2
"846","клубу","клуб_loc_Sg",15
"847","клубови","клуб_nom_Pl",16
"848","клубова","клуб_gen_Pl",27
"849","клубовима","клуб_dat_Pl",3
"850","клубове","клуб_acc_Pl",4
"851","клубовима","клуб_ins_Pl",2
"852","клубовима","клуб_loc_Pl",2
"853","коло","коло_nom_Sg",88
"854","кола","коло_gen_Sg",61
"855","колу","коло_dat_Sg",2
"856","коло","коло_acc_Sg",65
"857","колом","коло_ins_Sg",13
"858","колу","коло_loc_Sg",72
"859","кола","коло_nom_Pl",12
"860","кола","коло_gen_Pl",16
"861","колима","коло_dat_Pl",1
"862","кола","коло_acc_Pl",11
"863","колима","коло_ins_Pl",3
"864","колима","коло_loc_Pl",4
"865","комисија","комисија_nom_Sg",144
"866","комисије","комисија_gen_Sg",146
"867","комисији","комисија_dat_Sg",24
"868","комисију","комисија_acc_Sg",22
"869","комисијом","комисија_ins_Sg",9
"870","комисији","комисија_loc_Sg",5
"871","комисије","комисија_nom_Pl",37
"872","комисија","комисија_gen_Pl",21
"873","комисијама","комисија_dat_Pl",4
"874","комисије","комисија_acc_Pl",7
"875","комисијама","комисија_ins_Pl",2
"876","комисијама","комисија_loc_Pl",5
"877","корак","корак_nom_Sg",184
"878","корака","корак_gen_Sg",45
"879","кораку","корак_dat_Sg",3
"880","корак","корак_acc_Sg",153
"881","кораком","корак_ins_Sg",97
"882","кораку","корак_loc_Sg",42
"883","кораци","корак_nom_Pl",162
"884","корака","корак_gen_Pl",124
"885","корацима","корак_dat_Pl",2
"886","кораке","корак_acc_Pl",115
"887","корацима","корак_ins_Pl",46
"888","корацима","корак_loc_Pl",7
"889","коњ","коњ_nom_Sg",65
"890","коња","коњ_gen_Sg",34
"891","коњу","коњ_dat_Sg",7
"892","коња","коњ_acc_Sg",51
"893","коњем","коњ_ins_Sg",5
"894","коњу","коњ_loc_Sg",31
"895","коњи","коњ_nom_Pl",102
"896","коња","коњ_gen_Pl",62
"897","коњима","коњ_dat_Pl",5
"898","коње","коњ_acc_Pl",62
"899","коњима","коњ_ins_Pl",9
"900","коњима","коњ_loc_Pl",10
"901","крај","крај_nom_Sg",147
"902","краја","крај_gen_Sg",364
"903","крају","крај_dat_Sg",40
"904","крај","крај_acc_Sg",172
"905","крајем","крај_ins_Sg",39
"906","крају","крај_loc_Sg",301
"907","крајеви","крај_nom_Pl",10
"908","крајева","крај_gen_Pl",35
"909","крајевима","крај_dat_Pl",1
"910","крајеве","крај_acc_Pl",41
"911","крајевима","крај_ins_Pl",2
"912","крајевима","крај_loc_Pl",27
"913","крило","крило_nom_Sg",103
"914","крила","крило_gen_Sg",53
"915","крилу","крило_dat_Sg",6
"916","крило","крило_acc_Sg",128
"917","крилом","крило_ins_Sg",72
"918","крилу","крило_loc_Sg",122
"919","крила","крило_nom_Pl",151
"920","крила","крило_gen_Pl",134
"921","крилима","крило_dat_Pl",5
"922","крила","крило_acc_Pl",205
"923","крилима","крило_ins_Pl",105
"924","крилима","крило_loc_Pl",50
"925","кров","кров_nom_Sg",60
"926","крова","кров_gen_Sg",145
"927","крову","кров_dat_Sg",4
"928","кров","кров_acc_Sg",73
"929","кровом","кров_ins_Sg",69
"930","крову","кров_loc_Sg",62
"931","кровови","кров_nom_Pl",51
"932","кровова","кров_gen_Pl",77
"933","крововима","кров_dat_Pl",2
"934","кровове","кров_acc_Pl",47
"935","крововима","кров_ins_Pl",30
"936","крововима","кров_loc_Pl",26
"937","круг","круг_nom_Sg",91
"938","круга","круг_gen_Sg",84
"939","кругу","круг_dat_Sg",6
"940","круг","круг_acc_Sg",99
"941","кругом","круг_ins_Sg",34
"942","кругу","круг_loc_Sg",105
"943","кругови","круг_nom_Pl",56
"944","кругова","круг_gen_Pl",57
"945","круговима","круг_dat_Pl",1
"946","кругове","круг_acc_Pl",14
"947","круговима","круг_ins_Pl",4
"948","круговима","круг_loc_Pl",81
"949","кућа","кућа_nom_Sg",286
"950","куће","кућа_gen_Sg",296
"951","кући","кућа_dat_Sg",135
"952","кућу","кућа_acc_Sg",245
"953","кућом","кућа_ins_Sg",73
"954","кући","кућа_loc_Sg",152
"955","куће","кућа_nom_Pl",136
"956","кућа","кућа_gen_Pl",183
"957","кућама","кућа_dat_Pl",25
"958","куће","кућа_acc_Pl",84
"959","кућама","кућа_ins_Pl",12
"960","кућама","кућа_loc_Pl",43
"961","кула","кула_nom_Sg",18
"962","куле","кула_gen_Sg",26
"963","кули","кула_dat_Sg",2
"964","кулу","кула_acc_Sg",10
"965","кулом","кула_ins_Sg",2
"966","кули","кула_loc_Sg",23
"967","куле","кула_nom_Pl",24
"968","кула","кула_gen_Pl",22
"969","кулама","кула_dat_Pl",1
"970","куле","кула_acc_Pl",16
"971","кулама","кула_ins_Pl",3
"972","кулама","кула_loc_Pl",4
"973","књига","књига_nom_Sg",104
"974","књиге","књига_gen_Sg",94
"975","књизи","књига_dat_Sg",4
"976","књигу","књига_acc_Sg",94
"977","књигом","књига_ins_Sg",32
"978","књизи","књига_loc_Sg",41
"979","књиге","књига_nom_Pl",62
"980","књига","књига_gen_Pl",81
"981","књигама","књига_dat_Pl",3
"982","књиге","књига_acc_Pl",95
"983","књигама","књига_ins_Pl",15
"984","књигама","књига_loc_Pl",17
"985","лађа","лађа_nom_Sg",87
"986","лађе","лађа_gen_Sg",44
"987","лађи","лађа_dat_Sg",3
"988","лађу","лађа_acc_Sg",24
"989","лађом","лађа_ins_Sg",8
"990","лађи","лађа_loc_Sg",17
"991","лађе","лађа_nom_Pl",71
"992","лађа","лађа_gen_Pl",23
"993","лађама","лађа_dat_Pl",2
"994","лађе","лађа_acc_Pl",31
"995","лађама","лађа_ins_Pl",1
"996","лађама","лађа_loc_Pl",3
"997","ласта","ласта_nom_Sg",55
"998","ласте","ласта_gen_Sg",22
"999","ласти","ласта_dat_Sg",8
"1000","ласту","ласта_acc_Sg",15
"1001","ластом","ласта_ins_Sg",9
"1002","ласти","ласта_loc_Sg",3
"1003","ласте","ласта_nom_Pl",86
"1004","ласта","ласта_gen_Pl",15
"1005","ластама","ласта_dat_Pl",3
"1006","ласте","ласта_acc_Pl",20
"1007","ластама","ласта_ins_Pl",4
"1008","ластама","ласта_loc_Pl",1
"1009","лекар","лекар_nom_Sg",47
"1010","лекара","лекар_gen_Sg",25
"1011","лекару","лекар_dat_Sg",9
"1012","лекара","лекар_acc_Sg",17
"1013","лекаром","лекар_ins_Sg",1
"1014","лекару","лекар_loc_Sg",1
"1015","лекари","лекар_nom_Pl",30
"1016","лекара","лекар_gen_Pl",31
"1017","лекарима","лекар_dat_Pl",6
"1018","лекаре","лекар_acc_Pl",6
"1019","лекарима","лекар_ins_Pl",3
"1020","лекарима","лекар_loc_Pl",1
"1021","лепота","лепота_nom_Sg",106
"1022","лепоте","лепота_gen_Sg",112
"1023","љепоти","лепота_dat_Sg",18
"1024","лепоту","лепота_acc_Sg",116
"1025","лепотом","лепота_ins_Sg",49
"1026","лепоти","лепота_loc_Sg",24
"1027","лепоте","лепота_nom_Pl",19
"1028","лепота","лепота_gen_Pl",21
"1029","лепотама","лепота_dat_Pl",3
"1030","лепоте","лепота_acc_Pl",17
"1031","лепотама","лепота_ins_Pl",1
"1032","љепотама","лепота_loc_Pl",5
"1033","личност","личност_nom_Sg",27
"1034","личности","личност_gen_Sg",33
"1035","личности","личност_dat_Sg",1
"1036","личност","личност_acc_Sg",9
"1037","личношћу","личност_ins_Sg",2
"1038","личности","личност_loc_Sg",7
"1039","личности","личност_nom_Pl",14
"1040","личности","личност_gen_Pl",15
"1041","личностима","личност_dat_Pl",3
"1042","личности","личност_acc_Pl",2
"1043","личностима","личност_ins_Pl",3
"1044","личностима","личност_loc_Pl",1
"1045","лице","лице_nom_Sg",268
"1046","лица","лице_gen_Sg",312
"1047","лицу","лице_dat_Sg",18
"1048","лице","лице_acc_Sg",433
"1049","лицем","лице_ins_Sg",121
"1050","лицу","лице_loc_Sg",183
"1051","лица","лице_nom_Pl",166
"1052","лица","лице_gen_Pl",137
"1053","лицима","лице_dat_Pl",28
"1054","лица","лице_acc_Pl",88
"1055","лицима","лице_ins_Pl",18
"1056","лицима","лице_loc_Pl",23
"1057","лист","лист_nom_Sg",280
"1058","листа","лист_gen_Sg",93
"1059","листу","лист_dat_Sg",8
"1060","лист","лист_acc_Sg",68
"1061","листом","лист_ins_Sg",29
"1062","листу","лист_loc_Sg",39
"1063","листови","лист_nom_Pl",54
"1064","листова","лист_gen_Pl",31
"1065","листовима","лист_dat_Pl",3
"1066","листове","лист_acc_Pl",27
"1067","листовима","лист_ins_Pl",6
"1068","листовима","лист_loc_Pl",13
"1069","ливада","ливада_nom_Sg",51
"1070","ливаде","ливада_gen_Sg",30
"1071","ливади","ливада_dat_Sg",9
"1072","ливаду","ливада_acc_Sg",23
"1073","ливадом","ливада_ins_Sg",16
"1074","ливади","ливада_loc_Sg",79
"1075","ливаде","ливада_nom_Pl",39
"1076","ливада","ливада_gen_Pl",70
"1077","ливадама","ливада_dat_Pl",2
"1078","ливаде","ливада_acc_Pl",49
"1079","ливадама","ливада_ins_Pl",16
"1080","ливадама","ливада_loc_Pl",29
"1081","логор","логор_nom_Sg",21
"1082","логора","логор_gen_Sg",18
"1083","логору","логор_dat_Sg",2
"1084","логор","логор_acc_Sg",22
"1085","логором","логор_ins_Sg",9
"1086","логору","логор_loc_Sg",33
"1087","логори","логор_nom_Pl",3
"1088","логора","логор_gen_Pl",19
"1089","логорима","логор_dat_Pl",1
"1090","логоре","логор_acc_Pl",13
"1091","логорима","логор_ins_Pl",2
"1092","логорима","логор_loc_Pl",15
"1093","локал","локал_nom_Sg",45
"1094","локала","локал_gen_Sg",5
"1095","локалу","локал_dat_Sg",1
"1096","локал","локал_acc_Sg",20
"1097","локалом","локал_ins_Sg",4
"1098","локалу","локал_loc_Sg",5
"1099","локали","локал_nom_Pl",16
"1100","локала","локал_gen_Pl",1
"1101","локалима","локал_dat_Pl",1
"1102","локале","локал_acc_Pl",8
"1103","локалима","локал_ins_Pl",4
"1104","локалима","локал_loc_Pl",1
"1105","лопта","лопта_nom_Sg",72
"1106","лопте","лопта_gen_Sg",15
"1107","лопти","лопта_dat_Sg",2
"1108","лопту","лопта_acc_Sg",127
"1109","лоптом","лопта_ins_Sg",20
"1110","лопти","лопта_loc_Sg",2
"1111","лопте","лопта_nom_Pl",13
"1112","лопти","лопта_gen_Pl",4
"1113","лоптама","лопта_dat_Pl",1
"1114","лопте","лопта_acc_Pl",8
"1115","лоптама","лопта_ins_Pl",5
"1116","лоптама","лопта_loc_Pl",1
"1117","лука","лука_nom_Sg",45
"1118","луке","лука_gen_Sg",66
"1119","луци","лука_dat_Sg",12
"1120","луку","лука_acc_Sg",50
"1121","луком","лука_ins_Sg",8
"1122","луци","лука_loc_Sg",68
"1123","луке","лука_nom_Pl",20
"1124","лука","лука_gen_Pl",31
"1125","лукама","лука_dat_Pl",3
"1126","луке","лука_acc_Pl",40
"1127","лукама","лука_ins_Pl",1
"1128","лукама","лука_loc_Pl",9
"1129","магла","магла_nom_Sg",153
"1130","магле","магла_gen_Sg",76
"1131","магли","магла_dat_Sg",4
"1132","маглу","магла_acc_Sg",76
"1133","маглом","магла_ins_Sg",40
"1134","магли","магла_loc_Sg",93
"1135","магле","магла_nom_Pl",95
"1136","магла","магла_gen_Pl",5
"1137","маглама","магла_dat_Pl",3
"1138","магле","магла_acc_Pl",44
"1139","маглама","магла_ins_Pl",14
"1140","маглама","магла_loc_Pl",24
"1141","мајка","мајка_nom_Sg",399
"1142","мајке","мајка_gen_Sg",171
"1143","мајци","мајка_dat_Sg",86
"1144","мајку","мајка_acc_Sg",86
"1145","мајком","мајка_ins_Sg",16
"1146","мајци","мајка_loc_Sg",8
"1147","мајке","мајка_nom_Pl",95
"1148","мајки","мајка_gen_Pl",23
"1149","мајкама","мајка_dat_Pl",9
"1150","мајке","мајка_acc_Pl",18
"1151","мајкама","мајка_ins_Pl",3
"1152","мајкама","мајка_loc_Pl",7
"1153","материја","материја_nom_Sg",7
"1154","материје","материја_gen_Sg",23
"1155","материји","материја_dat_Sg",2
"1156","материју","материја_acc_Sg",4
"1157","материјом","материја_ins_Sg",3
"1158","материји","материја_loc_Sg",1
"1159","материје","материја_nom_Pl",3
"1160","материја","материја_gen_Pl",3
"1161","материјама","материја_dat_Pl",1
"1162","материје","материја_acc_Pl",3
"1163","материјама","материја_ins_Pl",2
"1164","материјама","материја_loc_Pl",1
"1165","мена","мена_nom_Sg",5
"1166","мене","мена_gen_Sg",4
"1167","мени","мена_dat_Sg",3
"1168","мену","мена_acc_Sg",5
"1169","меном","мена_ins_Sg",2
"1170","мени","мена_loc_Sg",5
"1171","мене","мена_nom_Pl",5
"1172","мена","мена_gen_Pl",10
"1173","менама","мена_dat_Pl",1
"1174","мене","мена_acc_Pl",10
"1175","менама","мена_ins_Pl",2
"1176","менама","мена_loc_Pl",2
"1177","место","место_nom_Sg",109
"1178","места","место_gen_Sg",191
"1179","месту","место_dat_Sg",15
"1180","место","место_acc_Sg",297
"1181","мјестом","место_ins_Sg",5
"1182","месту","место_loc_Sg",229
"1183","места","место_nom_Pl",38
"1184","места","место_gen_Pl",96
"1185","местима","место_dat_Pl",2
"1186","места","место_acc_Pl",88
"1187","местима","место_ins_Pl",6
"1188","местима","место_loc_Pl",103
"1189","мишљење","мишљење_nom_Sg",50
"1190","мишљења","мишљење_gen_Sg",33
"1191","мишљењу","мишљење_dat_Sg",4
"1192","мишљење","мишљење_acc_Sg",59
"1193","мишљењем","мишљење_ins_Sg",5
"1194","мишљењу","мишљење_loc_Sg",90
"1195","мишљења","мишљење_nom_Pl",12
"1196","мишљења","мишљење_gen_Pl",13
"1197","мишљењима","мишљење_dat_Pl",1
"1198","мишљења","мишљење_acc_Pl",9
"1199","мишљењима","мишљење_ins_Pl",2
"1200","мишљењима","мишљење_loc_Pl",2
"1201","министарство","министарство_nom_Sg",60
"1202","министарства","министарство_gen_Sg",123
"1203","министарству","министарство_dat_Sg",14
"1204","министарство","министарство_acc_Sg",10
"1205","министарством","министарство_ins_Sg",2
"1206","министарству","министарство_loc_Sg",30
"1207","министарства","министарство_nom_Pl",13
"1208","министарстава","министарство_gen_Pl",20
"1209","министарствима","министарство_dat_Pl",2
"1210","министарства","министарство_acc_Pl",3
"1211","министарствима","министарство_ins_Pl",2
"1212","министарствима","министарство_loc_Pl",1
"1213","мисао","мисао_nom_Sg",306
"1214","мисли","мисао_gen_Sg",75
"1215","мисли","мисао_dat_Sg",7
"1216","мисао","мисао_acc_Sg",108
"1217","мишљу","мисао_ins_Sg",48
"1218","мисли","мисао_loc_Sg",15
"1219","мисли","мисао_nom_Pl",232
"1220","мисли","мисао_gen_Pl",150
"1221","мислима","мисао_dat_Pl",8
"1222","мисли","мисао_acc_Pl",141
"1223","мислима","мисао_ins_Pl",39
"1224","мислима","мисао_loc_Pl",26
"1225","могућност","могућност_nom_Sg",39
"1226","могућности","могућност_gen_Sg",40
"1227","могућности","могућност_dat_Sg",1
"1228","могућност","могућност_acc_Sg",71
"1229","могућношћу","могућност_ins_Sg",3
"1230","могућности","могућност_loc_Sg",62
"1231","могућности","могућност_nom_Pl",51
"1232","могућности","могућност_gen_Pl",23
"1233","могућностима","могућност_dat_Pl",3
"1234","могућности","могућност_acc_Pl",47
"1235","могућностима","могућност_ins_Pl",5
"1236","могућностима","могућност_loc_Pl",12
"1237","момак","момак_nom_Sg",31
"1238","момка","момак_gen_Sg",9
"1239","момку","момак_dat_Sg",5
"1240","момка","момак_acc_Sg",4
"1241","момком","момак_ins_Sg",1
"1242","момку","момак_loc_Sg",1
"1243","момци","момак_nom_Pl",27
"1244","момака","момак_gen_Pl",13
"1245","момцима","момак_dat_Pl",4
"1246","момке","момак_acc_Pl",9
"1247","момцима","момак_ins_Pl",3
"1248","момцима","момак_loc_Pl",2
"1249","море","море_nom_Sg",548
"1250","мора","море_gen_Sg",475
"1251","мору","море_dat_Sg",59
"1252","море","море_acc_Sg",242
"1253","морем","море_ins_Sg",104
"1254","мору","море_loc_Sg",139
"1255","мора","море_nom_Pl",38
"1256","мора","море_gen_Pl",38
"1257","морима","море_dat_Pl",5
"1258","мора","море_acc_Pl",40
"1259","морима","море_ins_Pl",12
"1260","морима","море_loc_Pl",12
"1261","мост","мост_nom_Sg",86
"1262","моста","мост_gen_Sg",116
"1263","мосту","мост_dat_Sg",3
"1264","мост","мост_acc_Sg",52
"1265","мостом","мост_ins_Sg",22
"1266","мосту","мост_loc_Sg",39
"1267","мостови","мост_nom_Pl",56
"1268","мостова","мост_gen_Pl",62
"1269","мостовима","мост_dat_Pl",3
"1270","мостове","мост_acc_Pl",52
"1271","мостовима","мост_ins_Pl",8
"1272","мостовима","мост_loc_Pl",10
"1273","мука","мука_nom_Sg",20
"1274","муке","мука_gen_Sg",36
"1275","муци","мука_dat_Sg",3
"1276","муку","мука_acc_Sg",27
"1277","муком","мука_ins_Sg",34
"1278","муци","мука_loc_Sg",24
"1279","муке","мука_nom_Pl",29
"1280","мука","мука_gen_Pl",66
"1281","мукама","мука_dat_Pl",1
"1282","муке","мука_acc_Pl",31
"1283","мукама","мука_ins_Pl",6
"1284","мукама","мука_loc_Pl",31
"1285","муња","муња_nom_Sg",53
"1286","муње","муња_gen_Sg",21
"1287","муњи","муња_dat_Sg",1
"1288","муњу","муња_acc_Sg",9
"1289","муњом","муња_ins_Sg",17
"1290","муњи","муња_loc_Sg",6
"1291","муње","муња_nom_Pl",41
"1292","муња","муња_gen_Pl",33
"1293","муњама","муња_dat_Pl",2
"1294","муње","муња_acc_Pl",20
"1295","муњама","муња_ins_Pl",11
"1296","муњама","муња_loc_Pl",2
"1297","нација","нација_nom_Sg",9
"1298","нације","нација_gen_Sg",13
"1299","нацији","нација_dat_Sg",3
"1300","нацију","нација_acc_Sg",1
"1301","нацијом","нација_ins_Sg",1
"1302","нацији","нација_loc_Sg",1
"1303","нације","нација_nom_Pl",6
"1304","нација","нација_gen_Pl",31
"1305","нацијама","нација_dat_Pl",3
"1306","нације","нација_acc_Pl",1
"1307","нацијама","нација_ins_Pl",3
"1308","нацијама","нација_loc_Pl",1
"1309","напад","напад_nom_Sg",26
"1310","напада","напад_gen_Sg",41
"1311","нападу","напад_dat_Sg",1
"1312","напад","напад_acc_Sg",53
"1313","нападом","напад_ins_Sg",5
"1314","нападу","напад_loc_Sg",7
"1315","напади","напад_nom_Pl",19
"1316","напада","напад_gen_Pl",21
"1317","нападима","напад_dat_Pl",6
"1318","нападе","напад_acc_Pl",19
"1319","нападима","напад_ins_Pl",8
"1320","нападима","напад_loc_Pl",3
"1321","напор","напор_nom_Sg",24
"1322","напора","напор_gen_Sg",17
"1323","напору","напор_dat_Sg",2
"1324","напор","напор_acc_Sg",17
"1325","напором","напор_ins_Sg",9
"1326","напору","напор_loc_Sg",6
"1327","напори","напор_nom_Pl",27
"1328","напора","напор_gen_Pl",31
"1329","напорима","напор_dat_Pl",7
"1330","напоре","напор_acc_Pl",53
"1331","напорима","напор_ins_Pl",11
"1332","напорима","напор_loc_Pl",7
"1333","народ","народ_nom_Sg",373
"1334","народа","народ_gen_Sg",410
"1335","народу","народ_dat_Sg",99
"1336","народ","народ_acc_Sg",106
"1337","народом","народ_ins_Sg",33
"1338","народу","народ_loc_Sg",23
"1339","народи","народ_nom_Pl",97
"1340","народа","народ_gen_Pl",281
"1341","народима","народ_dat_Pl",47
"1342","народе","народ_acc_Pl",58
"1343","народима","народ_ins_Pl",73
"1344","народима","народ_loc_Pl",7
"1345","наука","наука_nom_Sg",21
"1346","науке","наука_gen_Sg",28
"1347","науци","наука_dat_Sg",3
"1348","науку","наука_acc_Sg",21
"1349","науком","наука_ins_Sg",1
"1350","науци","наука_loc_Sg",4
"1351","науке","наука_nom_Pl",5
"1352","наука","наука_gen_Pl",20
"1353","наукама","наука_dat_Pl",1
"1354","науке","наука_acc_Pl",9
"1355","наукама","наука_ins_Pl",1
"1356","наукама","наука_loc_Pl",2
"1357","небо","небо_nom_Sg",668
"1358","неба","небо_gen_Sg",835
"1359","небу","небо_dat_Sg",127
"1360","небо","небо_acc_Sg",419
"1361","небом","небо_ins_Sg",310
"1362","небу","небо_loc_Sg",215
"1363","небеса","небо_nom_Pl",52
"1364","небеса","небо_gen_Pl",63
"1365","небесима","небо_dat_Pl",5
"1366","небеса","небо_acc_Pl",57
"1367","небесима","небо_ins_Pl",17
"1368","небесима","небо_loc_Pl",8
"1369","нога","нога_nom_Sg",68
"1370","ноге","нога_gen_Sg",14
"1371","нози","нога_dat_Sg",2
"1372","ногу","нога_acc_Sg",57
"1373","ногом","нога_ins_Sg",68
"1374","нози","нога_loc_Sg",9
"1375","ноге","нога_nom_Pl",133
"1376","ногу","нога_gen_Pl",141
"1377","ногама","нога_dat_Pl",1
"1378","ноге","нога_acc_Pl",166
"1379","ногама","нога_ins_Pl",87
"1380","ногама","нога_loc_Pl",41
"1381","нота","нота_nom_Sg",29
"1382","ноте","нота_gen_Sg",5
"1383","ноти","нота_dat_Sg",2
"1384","ноту","нота_acc_Sg",30
"1385","нотом","нота_ins_Sg",4
"1386","ноти","нота_loc_Sg",27
"1387","ноте","нота_nom_Pl",3
"1388","нота","нота_gen_Pl",11
"1389","нотама","нота_dat_Pl",1
"1390","ноте","нота_acc_Pl",7
"1391","нотама","нота_ins_Pl",2
"1392","нотама","нота_loc_Pl",1
"1393","обала","обала_nom_Sg",54
"1394","обале","обала_gen_Sg",109
"1395","обали","обала_dat_Sg",31
"1396","обалу","обала_acc_Sg",125
"1397","обалом","обала_ins_Sg",44
"1398","обали","обала_loc_Sg",210
"1399","обале","обала_nom_Pl",59
"1400","обала","обала_gen_Pl",100
"1401","обалама","обала_dat_Pl",6
"1402","обале","обала_acc_Pl",81
"1403","обалама","обала_ins_Pl",27
"1404","обалама","обала_loc_Pl",46
"1405","обданиште","обданиште_nom_Sg",4
"1406","обданишта","обданиште_gen_Sg",6
"1407","обданишту","обданиште_dat_Sg",2
"1408","обданиште","обданиште_acc_Sg",1
"1409","обдаништем","обданиште_ins_Sg",2
"1410","обданишту","обданиште_loc_Sg",7
"1411","обданишта","обданиште_nom_Pl",2
"1412","обданишта","обданиште_gen_Pl",5
"1413","обдаништима","обданиште_dat_Pl",1
"1414","обданишта","обданиште_acc_Pl",3
"1415","обдаништима","обданиште_ins_Pl",1
"1416","обдаништима","обданиште_loc_Pl",5
"1417","облак","облак_nom_Sg",339
"1418","облака","облак_gen_Sg",121
"1419","облаку","облак_dat_Sg",18
"1420","облак","облак_acc_Sg",107
"1421","облаком","облак_ins_Sg",63
"1422","облаку","облак_loc_Sg",51
"1423","облаци","облак_nom_Pl",324
"1424","облака","облак_gen_Pl",208
"1425","облацима","облак_dat_Pl",18
"1426","облаке","облак_acc_Pl",189
"1427","облацима","облак_ins_Pl",70
"1428","облацима","облак_loc_Pl",42
"1429","облик","облик_nom_Sg",41
"1430","облика","облик_gen_Sg",33
"1431","облику","облик_dat_Sg",5
"1432","облик","облик_acc_Sg",61
"1433","обликом","облик_ins_Sg",4
"1434","облику","облик_loc_Sg",43
"1435","облици","облик_nom_Pl",25
"1436","облика","облик_gen_Pl",38
"1437","облицима","облик_dat_Pl",3
"1438","облике","облик_acc_Pl",42
